,title,category,type,level,description,price,rating,duration,language,prerequisites,syllabus,modules,instructor,certificate_type,association,image,url,timestamp
90,Precalculus through Data and Modelling Specialization,Math and Logic,specializations,Beginner Level,"This specialization helps to build the foundational material to use mathematics as a tool to model, understand, and interpret the world around us.  This is done through studying functions, their properties, and applications to data analysis.  Concepts of precalculus provide the set of tools for the learner to begin their scientific career, preparing them for future science and calculus courses.",free,4.6,Approximately 4 months to complete,English,no prerequisites needed,No specify data,"Introduction to Cybersecurity for Business,Cyber Threats and Attack Vectors,Detecting and Mitigating Cyber Threats and Attacks,Proactive Computer Security,Instructor,Offered by,More questions","Greg WilliamsUniversity of Colorado System18 Courses•149,837 learners,University of Colorado SystemLearn moreCloseOffered byUniversity of Colorado SystemThe University of Colorado is a recognized leader in higher education on the national and global stage.  We collaborate to meet the diverse needs of our students and communities.  We promote innovation, encourage discovery and support the extension of knowledge in ways unique to the state of Colorado and beyond.OK",Shareable Certificate,General,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~precalculus-data-modelling/XDP~SPECIALIZATION!~precalculus-data-modelling.jpeg,https://www.coursera.org/specializations/precalculus-data-modelling,2022-07-30 00:19:03
91,Mathematics for Engineers Specialization,Math and Logic,specializations,Beginner Level,"This specialization was developed for engineering students to self-study engineering mathematics. We expect students are already familiar with single variable calculus and computer programming. Students will learn matrix algebra, differential equations, vector calculus and numerical methods.  MATLAB programming will be taught.",free,4.9,Approximately 6 months to complete,English,no prerequisites needed,No specify data,"Algorithmic Toolbox,Data Structures,Algorithms on Graphs,Algorithms on Strings,Advanced Algorithms and Complexity,Genome Assembly Programming Challenge,Instructors,Offered by,Industry partners,More questions","Michael LevinUniversity of California San Diego7 Courses•710,871 learners,Daniel M KaneUniversity of California San Diego5 Courses•673,439 learners,Pavel  PevznerUniversity of California San Diego16 Courses•806,285 learners,University of California San DiegoLearn moreCloseOffered byUniversity of California San DiegoUC San Diego is an academic powerhouse and economic engine, recognized as one of the top 10 public universities by U.S. News and World Report. Innovation is central to who we are and what we do. Here, students learn that knowledge isn't just acquired in the classroom—life is their laboratory.OK",Shareable Certificate,The Hong Kong University of Science and Technology,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~mathematics-engineers/XDP~SPECIALIZATION!~mathematics-engineers.jpeg,https://www.coursera.org/specializations/mathematics-engineers,2022-07-30 00:19:45
92,Differential Equations for Engineers,Math and Logic,course,Beginner Level,"This course is all about differential equations.   Both basic theory and applications are taught.  In the first five weeks we will learn about ordinary differential equations, and in the final week, partial differential equations.",free,4.9,Approx. 27 hours to complete,English,no prerequisites needed,"First-Order Differential Equations ~.~ A differential equation is an equation for a function with one or more of its derivatives.   We introduce differential equations and classify them.  We then learn about the Euler method for numerically solving a first-order ordinary differential equation (ode).  Then we learn analytical methods for solving separable and linear first-order odes.  An explanation of the theory is followed by illustrative solutions of some simple odes.  Finally, we learn about three real-world examples of first-order odes:  compound interest, terminal velocity of a falling mass, and the resistor-capacitor electrical circuit. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Homogeneous Linear Differential Equations ~.~ We generalize  the Euler numerical method to a second-order ode.   We then develop two theoretical concepts used for linear equations:  the principle of superposition, and the Wronskian.  Armed with these concepts, we can find analytical solutions to a homogeneous second-order ode with constant coefficients.  We make use of  an exponential ansatz, and transform the constant-coefficient ode to a quadratic equation called the characteristic equation of the ode.  The characteristic equation may have real or complex roots and we learn solution methods for the different cases. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Inhomogeneous Linear Differential Equations ~.~ We now add an inhomogeneous term to the constant-coefficient ode.  The inhomogeneous term may be an exponential, a sine or cosine, or a polynomial.   We also study the phenomena of resonance, when the forcing frequency is equal to the natural frequency of the oscillator.  Finally, we learn about three important applications: the RLC electrical circuit, a mass on a spring, and the pendulum. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ The Laplace Transform and Series Solution Methods ~.~ We present  two new analytical solution methods for solving linear odes.  The first is the Laplace transform method, which is used to solve the constant-coefficient ode with a discontinuous or impulsive inhomogeneous term.  The Laplace transform is a good vehicle in general for  introducing sophisticated integral transform techniques within an easily understandable context.     We also discuss the series solution of a linear ode.  Although we do not go deeply here, an introduction to this technique may be useful to students that encounter it again in more advanced  courses. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Systems of Differential Equations ~.~ We learn how to solve a coupled system of homogeneous  first-order differential equations with constant coefficients.  This system of odes can be written in matrix form, and we learn how to convert these equations into  a standard matrix algebra eigenvalue problem.  The two-dimensional solutions are visualized using phase portraits.  We then learn about the important application of coupled harmonic oscillators and the calculation of normal modes.  The normal modes are those motions for which the individual masses that make up the system oscillate with the same frequency. ~.~ Partial Differential Equations ~.~ To learn how to solve a partial differential equation (pde), we first define a Fourier series. We then derive the one-dimensional diffusion equation, which is a pde for the diffusion of a dye in a pipe.  We proceed to solve this pde using the method of separation of variables.","Divide and Conquer, Sorting and Searching, and Randomized Algorithms,Graph Search, Shortest Paths, and Data Structures,Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming,Shortest Paths Revisited, NP-Complete Problems and What To Do About Them,Instructor,Offered by,More questions","Tim RoughgardenStanford University6 Courses•359,347 learners,Stanford UniversityLearn moreCloseOffered byStanford UniversityThe Leland Stanford Junior University, commonly referred to as Stanford University or Stanford, is an American private research university located in Stanford, California on an 8,180-acre (3,310 ha) campus near Palo Alto, California, United States.OK",Shareable Certificate,The Hong Kong University of Science and Technology,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~differential-equations-engineers/XDP~COURSE!~differential-equations-engineers.jpeg,https://www.coursera.org/learn/differential-equations-engineers,2022-07-30 00:19:45
93,Matrix Algebra for Engineers,Math and Logic,course,Beginner Level,"This course is all about matrices, and concisely covers the linear algebra that an engineer should know.   The mathematics in this course is presented at the level of an advanced high school student, but typically students should take this course after completing a university-level single variable calculus course.  There are no derivatives or integrals in this course, but students are expected to have attained a sufficient level of mathematical maturity.  Nevertheless, anyone who wants to learn the basics of matrix algebra is welcome to join.",free,4.9,Approx. 20 hours to complete,English,no prerequisites needed,"MATRICES ~.~ Matrices are rectangular arrays of numbers or other mathematical objects.  We define matrices and how to add and multiply them, discuss some special matrices such as the identity and zero matrix, learn about transposes and inverses, and define orthogonal and permutation matrices. ~.~ SYSTEMS OF LINEAR EQUATIONS ~.~ A system of linear equations can be written in matrix form, and can be solved  using Gaussian elimination.  We learn how to bring a matrix to reduced row echelon form, and how this can be used to compute a matrix inverse.  We learn how to find the LU decomposition of a matrix, and how to use this decomposition to efficiently solve a system of linear equations with evolving right-hand sides. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ VECTOR SPACES ~.~ A vector space consists of a set of vectors and a set of scalars that is closed under vector addition and scalar multiplication and that satisfies the usual rules of arithmetic.  We  learn some of the vocabulary and phrases of linear algebra, such as linear independence, span, basis and dimension.  We  learn about the four fundamental subspaces of a matrix, the Gram-Schmidt process, orthogonal projection, and the matrix formulation of the least-squares problem of drawing a straight line to fit noisy data. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ EIGENVALUES AND EIGENVECTORS ~.~ An eigenvector of a matrix is a nonzero column vector that when multiplied by the matrix is only multiplied by a scalar, called the eigenvalue.  We learn about the eigenvalue problem and how to use determinants to find the eigenvalues of a matrix.  We learn how to compute determinants using the Laplace expansion, the Leibniz formula, or by row or column elimination.   We also learn how to diagonalize a matrix using its eigenvalues and eigenvectors, and how this leads to an easy calculation of a matrix raised to a power. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL","Week 1: Overview of the ML Lifecycle and Deployment,Week 2: Select and Train a Model,Week 3: Data Definition and Baseline,Instructor,Offered by,Recommended if you're interested in Machine Learning,More questions","Top InstructorAndrew NgDeepLearning.AI45 Courses•7,473,051 learners,DeepLearning.AILearn moreCloseOffered byDeepLearning.AIDeepLearning.AI is an education technology company that develops a global community of AI talent. 

DeepLearning.AI's expert-led educational experiences provide AI practitioners and non-technical professionals with the necessary tools to go all the way from foundational basics to advanced application, empowering them to build an AI-powered future. OK",Shareable Certificate,The Hong Kong University of Science and Technology,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~matrix-algebra-engineers/XDP~COURSE!~matrix-algebra-engineers.jpeg,https://www.coursera.org/learn/matrix-algebra-engineers,2022-07-30 00:19:45
94,Contenido de las matemáticas de primaria,Math and Logic,course,Beginner Level,"En este curso de acceso gratuito*, conocerás algunos temas de las matemáticas escolares con la profundidad necesaria para que puedas ayudar a tus estudiantes a aprenderlas.",free,4.9,Approx. 25 hours to complete,Spanish,no prerequisites needed,"Números naturales y sistemas de numeración ~.~ En este módulo, abordamos los números naturales: exploramos sus orígenes y estudiamos cómo se representan y cómo se usan en diferentes situaciones. ~.~ Aritmética de los números naturales ~.~ En este módulo, abordamos el significado de la operaciones aditivas y multiplicativas con números naturales, es decir: los contextos y situaciones en las que se utilizan, las definiciones y formas de realizarlas y sus representaciones. ~.~ Números racionales ~.~ En este módulo presentamos y relacionamos diferentes representaciones de los números racionales. ~.~ Geometría elemental del plano ~.~ En este módulo abordamos los elementos geométricos, las características de las figuras geométricas más comunes y su clasificación. ~.~ Magnitudes y medidas. Medidas directas ~.~ En este módulo conoceremos distintas magnitudes que se trabajan en la educación primaria. ~.~ Aplicación de los conceptos aprendidos ~.~ En esta actividad pondrás en juego las siguientes ideas clave que se han abordado en el curso: la medida como uso del número, las operaciones aditivas y multiplicativas de los números naturales, las representaciones, los significados y operaciones con números racionales, los cuadriláteros, la longitud, la superficie y la capacidad, la estimación, y los factores de conversión en las medidas indirectas.","First-Order Differential Equations,Homogeneous Linear Differential Equations,Inhomogeneous Linear Differential Equations,The Laplace Transform and Series Solution Methods,Systems of Differential Equations,Partial Differential Equations,Instructor,Offered by,Recommended if you're interested in Math and Logic,More questions","Top InstructorJeffrey R. ChasnovThe Hong Kong University of Science and Technology16 Courses•207,540 learners,The Hong Kong University of Science and TechnologyLearn moreCloseOffered byThe Hong Kong University of Science and TechnologyHKUST is a world-class research-intensive university that focuses on science, technology, and business as well as humanities and social science. HKUST offers an international campus, and a holistic and interdisciplinary pedagogy to nurture well-rounded graduates with a global vision, a strong entrepreneurial spirit, and innovative thinking.OK",Shareable Certificate,Universidad de los Andes,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~contenido-matematica-escolar/XDP~COURSE!~contenido-matematica-escolar.jpeg,https://www.coursera.org/learn/contenido-matematica-escolar,2022-07-30 00:20:11
95,Vector Calculus for Engineers,Math and Logic,course,Beginner Level,"This course covers both the basic theory and applications of Vector Calculus. In the first week we learn about scalar and vector fields, in the second week about differentiating fields, in the third week about multidimensional integration and curvilinear coordinate systems.  The fourth week covers line and surface integrals,  and the fifth week covers the fundamental theorems of vector calculus, including the gradient theorem, the divergence theorem and Stokes’ theorem.  These theorems are needed in core engineering subjects such as Electromagnetism and Fluid Mechanics.",free,4.8,Approx. 29 hours to complete,English,no prerequisites needed,"Vectors ~.~ A vector is a mathematical construct that has both length and direction.  We will define vectors and learn how to add and subtract them, and how to multiply them using the scalar and vector products (dot and cross products).  We will use vectors to learn some analytical geometry of lines and planes, and learn about the Kronecker delta and the Levi-Civita symbol to prove vector identities.  The important concepts of scalar and vector fields will be introduced. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Differentiation ~.~ Scalar and vector fields can be differentiated.  We define the partial derivative and derive the method of least squares as a minimization problem.  We learn how to use the chain rule for a function of several variables, and derive the triple product rule used in chemical engineering.  We define the gradient, divergence, curl and Laplacian.  We learn some useful vector calculus identities and how to derive them using the Kronecker delta and Levi-Civita symbol.  Vector identities are then used to derive the electromagnetic wave equation from Maxwell's equation in free space.  Electromagnetic waves form the basis of all modern communication technologies. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Integration and Curvilinear Coordinates ~.~ Integration can be extended to functions of several variables.  We learn how to perform double and triple integrals.  Curvilinear coordinates, namely polar coordinates in two dimensions, and cylindrical and spherical coordinates in three dimensions, are used to simplify problems with circular, cylindrical or spherical symmetry.  We learn how to write differential operators in curvilinear coordinates and how to change variables in multidimensional integrals using the Jacobian of the transformation. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Line and Surface Integrals ~.~ Scalar or vector fields can be integrated on curves or surfaces.  We learn how to take the line integral of a scalar field and  use line integrals to compute arc lengths.  We then learn how to take line integrals of vector fields by taking the dot product of the vector field with tangent unit vectors to the curve.  Consideration of the line integral of a force field results in the work-energy theorem.  Next, we learn how to take the surface integral of a scalar field and compute surface areas.  We then learn how to take the surface integral of a vector field by taking the dot product of the vector field with the normal unit vector to the surface.  The surface integral of a velocity field is used to define the mass flux of a fluid through the surface. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Fundamental Theorems ~.~ The fundamental theorem of calculus links integration with differentiation.  Here, we learn the related fundamental theorems of vector calculus.  These include the gradient theorem, the divergence theorem, and Stokes' theorem.  We show how these theorems are used to derive continuity equations, derive the law of conservation of energy, define the divergence and curl in coordinate-free form, and convert the integral version of Maxwell's equations into their more aesthetically pleasing differential form.","Mathematical Biostatistics Boot Camp 1,Mathematical Biostatistics Boot Camp 2,Advanced Linear Models for Data Science 1: Least Squares,Advanced Linear Models for Data Science 2: Statistical Linear Models,Instructor,Offered by,More questions","Brian Caffo, PhDJohns Hopkins University30 Courses•1,615,055 learners,Johns Hopkins UniversityLearn moreCloseOffered byJohns Hopkins UniversityThe mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world.OK",Shareable Certificate,The Hong Kong University of Science and Technology,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~vector-calculus-engineers/XDP~COURSE!~vector-calculus-engineers.jpeg,https://www.coursera.org/learn/vector-calculus-engineers,2022-07-30 00:20:11
96,Fibonacci Numbers and the Golden Ratio,Math and Logic,course,Beginner Level,"Learn the mathematics behind the Fibonacci numbers, the golden ratio, and how they are related. These topics are not usually taught in a typical math curriculum, yet contain many fascinating results that are still accessible to an advanced high school student.",free,4.8,Approx. 10 hours to complete,English,no prerequisites needed,"Fibonacci:  It's as easy as 1, 1, 2, 3 ~.~ We  learn about the Fibonacci numbers, the golden ratio, and their relationship.  We derive the celebrated Binet's formula, an explicit formula for the Fibonacci numbers in terms of  powers of the golden ratio and its reciprical. ~.~ Identities, sums and rectangles ~.~ We  learn about the Fibonacci Q-matrix and Cassini's identity.  Cassini's identity is the basis for a famous dissection fallacy colourfully named  the Fibonacci bamboozlement.  A dissection fallacy is an apparent paradox arising from two arrangements of different area from one set of puzzle pieces.      We also derive formulas for the sum of the first n Fibonacci numbers, and the sum of the first n Fibonacci numbers squared.  Finally, we show how to construct a golden rectangle, and how this leads to the beautiful image of spiralling squares. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ The most irrational number ~.~ We   learn about the golden spiral and the Fibonacci spiral.  Because of the relationship between the Fibonacci numbers and the golden ratio, the Fibonacci spiral  eventually converges to the golden spiral.  You will recognise the Fibonacci spiral because it is the icon of our course.  We next learn about continued fractions.  To construct a continued fraction is to construct a sequence of rational numbers that converges to a target irrational number.  The golden ratio is the irrational number whose continued fraction converges the slowest.  We say that the golden ratio is the irrational number that is the most difficult to approximate by a rational number, or that  the golden ratio is the most irrational of the irrational numbers. We then define the golden angle, related to the golden ratio, and use it to model the growth of a sunflower head.  Use of the golden angle in the model  allows a fine packing of the florets, and results in the unexpected appearance of the Fibonacci numbers in the sunflower. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL","Precalculus: Relations and Functions,Precalculus: Periodic Functions,Precalculus: Mathematical Modeling,Instructor,Offered by,More questions","Top InstructorJoseph W. Cutrone, PhDJohns Hopkins University20 Courses•463,182 learners,Johns Hopkins UniversityLearn moreCloseOffered byJohns Hopkins UniversityThe mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world.OK",Shareable Certificate,The Hong Kong University of Science and Technology,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fibonacci/XDP~COURSE!~fibonacci.jpeg,https://www.coursera.org/learn/fibonacci,2022-07-30 00:20:32
97,Matrix Algebra for Engineers,Math and Logic,course,Beginner Level,"This course is all about matrices, and concisely covers the linear algebra that an engineer should know.   The mathematics in this course is presented at the level of an advanced high school student, but typically students should take this course after completing a university-level single variable calculus course.  There are no derivatives or integrals in this course, but students are expected to have attained a sufficient level of mathematical maturity.  Nevertheless, anyone who wants to learn the basics of matrix algebra is welcome to join.",free,4.9,Approx. 20 hours to complete,English,no prerequisites needed,"MATRICES ~.~ Matrices are rectangular arrays of numbers or other mathematical objects.  We define matrices and how to add and multiply them, discuss some special matrices such as the identity and zero matrix, learn about transposes and inverses, and define orthogonal and permutation matrices. ~.~ SYSTEMS OF LINEAR EQUATIONS ~.~ A system of linear equations can be written in matrix form, and can be solved  using Gaussian elimination.  We learn how to bring a matrix to reduced row echelon form, and how this can be used to compute a matrix inverse.  We learn how to find the LU decomposition of a matrix, and how to use this decomposition to efficiently solve a system of linear equations with evolving right-hand sides. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ VECTOR SPACES ~.~ A vector space consists of a set of vectors and a set of scalars that is closed under vector addition and scalar multiplication and that satisfies the usual rules of arithmetic.  We  learn some of the vocabulary and phrases of linear algebra, such as linear independence, span, basis and dimension.  We  learn about the four fundamental subspaces of a matrix, the Gram-Schmidt process, orthogonal projection, and the matrix formulation of the least-squares problem of drawing a straight line to fit noisy data. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ EIGENVALUES AND EIGENVECTORS ~.~ An eigenvector of a matrix is a nonzero column vector that when multiplied by the matrix is only multiplied by a scalar, called the eigenvalue.  We learn about the eigenvalue problem and how to use determinants to find the eigenvalues of a matrix.  We learn how to compute determinants using the Laplace expansion, the Leibniz formula, or by row or column elimination.   We also learn how to diagonalize a matrix using its eigenvalues and eigenvectors, and how this leads to an easy calculation of a matrix raised to a power. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL","Matrix Algebra for Engineers,Differential Equations for Engineers,Vector Calculus for Engineers,Numerical Methods for Engineers,Mathematics for Engineers: The Capstone Course,Instructor,Offered by,More questions","Top InstructorJeffrey R. ChasnovThe Hong Kong University of Science and Technology16 Courses•207,540 learners,The Hong Kong University of Science and TechnologyLearn moreCloseOffered byThe Hong Kong University of Science and TechnologyHKUST is a world-class research-intensive university that focuses on science, technology, and business as well as humanities and social science. HKUST offers an international campus, and a holistic and interdisciplinary pedagogy to nurture well-rounded graduates with a global vision, a strong entrepreneurial spirit, and innovative thinking.OK",Shareable Certificate,The Hong Kong University of Science and Technology,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~matrix-algebra-engineers/XDP~COURSE!~matrix-algebra-engineers.jpeg,https://www.coursera.org/learn/matrix-algebra-engineers,2022-07-30 00:20:32
98,Game Theory,Economics,course,Beginner Level,"Popularized by movies such as ""A Beautiful Mind,"" game theory is the mathematical modeling of strategic interaction among rational (and irrational) agents. Beyond what we call `games' in common language, such as chess, poker, soccer, etc., it includes the modeling of conflict among nations, political campaigns, competition among firms, and trading behavior in markets such as the NYSE. How could you begin to model keyword auctions, and peer to peer file-sharing networks, without accounting for the incentives of the people using them? The course will provide the basics: representing games and strategies, the extensive form (which computer scientists call game trees), Bayesian games (modeling things like auctions), repeated and stochastic games, and more. We'll include a variety of examples including classic games and a few applications.",free,4.6,Approx. 18 hours to complete,English,no prerequisites needed,"Week 1: Introduction and Overview ~.~ Introduction, overview, uses of game theory, some applications and examples, and formal definitions of: the normal form, payoffs, strategies, pure strategy Nash equilibrium, dominant strategies ~.~ Week 2: Mixed-Strategy Nash Equilibrium ~.~ pure and mixed strategy Nash equilibria ~.~ Week 3: Alternate Solution Concepts ~.~ Iterative removal of strictly dominated strategies, minimax strategies and the minimax theorem for zero-sum game, correlated equilibria ~.~ Week 4: Extensive-Form Games ~.~ Perfect information games: trees, players assigned to nodes, payoffs, backward Induction, subgame perfect equilibrium, introduction to imperfect-information games, mixed versus behavioral strategies. ~.~ Week 5: Repeated Games ~.~ Repeated prisoners dilemma, finite and infinite repeated games, limited-average versus future-discounted reward, folk theorems, stochastic games and learning. ~.~ Week 6: Bayesian Games ~.~ General definitions, ex ante/interim Bayesian Nash equilibrium. ~.~ Week 7: Coalitional Games ~.~ Transferable utility cooperative games, Shapley value, Core, applications. ~.~ Week 8: Final Exam ~.~ The description goes here","First-Order Differential Equations,Homogeneous Linear Differential Equations,Inhomogeneous Linear Differential Equations,The Laplace Transform and Series Solution Methods,Systems of Differential Equations,Partial Differential Equations,Instructor,Offered by,Recommended if you're interested in Math and Logic,More questions","Top InstructorJeffrey R. ChasnovThe Hong Kong University of Science and Technology16 Courses•207,540 learners,The Hong Kong University of Science and TechnologyLearn moreCloseOffered byThe Hong Kong University of Science and TechnologyHKUST is a world-class research-intensive university that focuses on science, technology, and business as well as humanities and social science. HKUST offers an international campus, and a holistic and interdisciplinary pedagogy to nurture well-rounded graduates with a global vision, a strong entrepreneurial spirit, and innovative thinking.OK",Shareable Certificate,General,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~game-theory-1/XDP~COURSE!~game-theory-1.jpeg,https://www.coursera.org/learn/game-theory-1,2022-07-30 00:20:32
99,SQL for Data Science,Data Analysis,course,Beginner Level,"As data collection has increased exponentially, so has the need for people skilled at using and interacting with data; to be able to think critically, and provide insights to make better decisions and optimize their businesses. This is a data scientist, “part mathematician, part computer scientist, and part trend spotter” (SAS Institute, Inc.). According to Glassdoor, being a data scientist is the best job in America; with a median base salary of $110,000 and thousands of job openings at a time. The skills necessary to be a good data scientist include being able to retrieve and work with data, and to do that you need to be well versed in SQL, the standard language for communicating with database systems.",free,4.6,Approx. 14 hours to complete,English,no prerequisites needed,"Getting Started and Selecting & Retrieving Data with SQL ~.~ In this module, you will be able to define SQL and discuss how SQL differs from other computer languages. You will be able to compare and contrast the roles of a database administrator and a data scientist, and explain the differences between one-to-one, one-to-many, and many-to-many relationships with databases. You will be able to use the SELECT statement and talk about some basic syntax rules. You will be able to add comments in your code and synthesize its importance. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Filtering, Sorting, and Calculating Data with SQL ~.~ In this module, you will be able to use several more new clauses and operators including WHERE, BETWEEN, IN, OR, NOT, LIKE, ORDER BY, and GROUP BY. You will be able to use the wildcard function to search for more specific or parts of records, including their advantages and disadvantages, and how best to use them. You will be able to discuss how to use basic math operators, as well as aggregate functions like AVERAGE, COUNT, MAX, MIN, and others to begin analyzing our data. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Subqueries and Joins in SQL ~.~ In this module, you will be able to discuss subqueries, including their advantages and disadvantages, and when to use them. You will be able to recall the concept of a key field and discuss how these help us link data together with JOINs. You will be able to identify and define several types of JOINs, including the Cartesian join, an inner join, left and right joins, full outer joins, and a self join. You will be able to use aliases and pre-qualifiers to make your SQL code cleaner and efficient. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Modifying and Analyzing Data with SQL ~.~ In this module, you will be able to discuss how to modify strings by concatenating, trimming, changing the case, and using the substring function. You will be able to discuss the date and time strings specifically. You will be able to use case statements and finish this module by discussing data governance and profiling. You will also be able to apply fundamental principles when using SQL for data science. You'll be able to use tips and tricks to apply SQL in a data science context. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL","MATRICES,SYSTEMS OF LINEAR EQUATIONS,VECTOR SPACES,EIGENVALUES AND EIGENVECTORS,Instructor,Offered by,Recommended if you're interested in Math and Logic,More questions","Top InstructorJeffrey R. ChasnovThe Hong Kong University of Science and Technology16 Courses•207,540 learners,The Hong Kong University of Science and TechnologyLearn moreCloseOffered byThe Hong Kong University of Science and TechnologyHKUST is a world-class research-intensive university that focuses on science, technology, and business as well as humanities and social science. HKUST offers an international campus, and a holistic and interdisciplinary pedagogy to nurture well-rounded graduates with a global vision, a strong entrepreneurial spirit, and innovative thinking.OK",Shareable Certificate,"University of California, Davis",https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~sql-for-data-science/XDP~COURSE!~sql-for-data-science.jpeg,https://www.coursera.org/learn/sql-for-data-science,2022-07-30 00:21:00
100,The Data Scientist’s Toolbox,Data Analysis,course,Beginner Level,"In this course you will get an introduction to the main tools and ideas in the data scientist's toolbox. The course gives an overview of the data, questions, and tools that data analysts and data scientists work with. There are two components to this course. The first is a conceptual introduction to the ideas behind turning data into actionable knowledge. The second is a practical introduction to the tools that will be used in the program like version control, markdown, git, GitHub, R, and RStudio.",free,4.6,Approx. 18 hours to complete,English,no prerequisites needed,"Data Science Fundamentals ~.~ In this module, we'll introduce and define data science and data itself. We'll also go over some of the resources that data scientists use to get help when they're stuck. ~.~ R and RStudio ~.~ In this module, we'll help you get up and running with both R and RStudio. Along the way, you'll learn some basics about both and why data scientists use them. ~.~ Version Control and GitHub ~.~ During this module, you'll learn about version control and why it's so important to data scientists. You'll also learn how to use Git and GitHub to manage version control in data science projects. ~.~ R Markdown, Scientific Thinking, and Big Data ~.~ During this final module, you'll learn to use R Markdown and get an introduction to three concepts that are incredibly important to every successful data scientist: asking good questions, experimental design, and big data.","Bienvenida, Números naturales y sistemas de numeración,Aritmética de los números naturales,Números racionales,Geometría elemental del plano,Magnitudes y medidas. Medidas directas,Aplicación de los conceptos aprendidos,Instructor,Offered by,Recommended if you're interested in Math and Logic,More questions","Top InstructorMaría C. CañadasUniversidad de los Andes3 Courses•46,394 learners,Universidad de los AndesLearn moreCloseOffered byUniversidad de los AndesLa Universidad de los Andes es una institución autónoma, independiente e innovadora que propicia el pluralismo, la tolerancia y el respeto de las ideas; que busca la excelencia académica e imparte a sus estudiantes una formación crítica y ética para afianzar en ellos la conciencia de sus responsabilidades sociales y cívicas, así como su compromiso con el entorno.OK",Shareable Certificate,General,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-scientists-tools/XDP~COURSE!~data-scientists-tools.jpeg,https://www.coursera.org/learn/data-scientists-tools,2022-07-30 00:21:00
101,Mathematics for Machine Learning Specialization,Machine Learning,specializations,Beginner Level,"For a lot of higher level courses in Machine Learning and Data Science, you find you need to freshen up on the basics in mathematics - stuff you may have studied before in school or university, but which was taught in another context, or not very intuitively, such that you struggle to relate it to how it’s used in Computer Science. This specialization aims to bridge that gap, getting you up to speed in the underlying mathematics, building an intuitive understanding, and relating it to Machine Learning and Data Science.",free,4.6,Approximately 4 months to complete,English,no prerequisites needed,No specify data,"Introduction,A Review of Functions,Taylor Series,Limits and Asymptotics,Instructor,Offered by,Recommended if you're interested in Math and Logic,More questions","Robert GhristUniversity of Pennsylvania5 Courses•185,415 learners,University of PennsylvaniaLearn moreCloseOffered byUniversity of PennsylvaniaThe University of Pennsylvania (commonly referred to as Penn) is a private university, located in Philadelphia, Pennsylvania, United States. A member of the Ivy League, Penn is the fourth-oldest institution of higher education in the United States, and considers itself to be the first university in the United States with both undergraduate and graduate studies. OK",Shareable Certificate,Imperial College London,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~mathematics-machine-learning/XDP~SPECIALIZATION!~mathematics-machine-learning.jpeg,https://www.coursera.org/specializations/mathematics-machine-learning,2022-07-30 00:21:00
